name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Toyota Glanza,2014,134442,103678,Petrol,Dealer,Manual,First Owner,17.88 kmpl,1535 CC,96.3 bhp,158Nm@ 1750rpm,5.0
Ford Endeavour,2012,87493,133932,Petrol,Individual,Automatic,Second Owner,21.41 kmpl,1399 CC,64.7 bhp,,5.0
Toyota Corolla,2012,117689,155543,Petrol,Dealer,Manual,Second Owner,17.14 kmpl,1805 CC,106.3 bhp,170Nm@ 4000rpm,5.0
Tata Nexon,2009,42615,207705,Diesel,Individual,Manual,Third Owner,25.29 kmpl,1187 CC,,124Nm@ 4000rpm,6.0
Renault Kwid,2014,96674,130311,Petrol,Individual,Manual,First Owner,17.11 kmpl,1780 CC,109.8 bhp,169Nm@ 1750rpm,7.0
Toyota Innova,2015,236939,82754,Petrol,Individual,Automatic,First Owner,16.14 kmpl,2054 CC,142.0 bhp,221Nm@ 4000rpm,7.0
Tata Altroz,2013,96726,125139,Diesel,Individual,Manual,Second Owner,20.82 kmpl,1644 CC,118.9 bhp,197Nm@ 3000rpm,4.0
BMW 3 Series,2015,517568,64784,Petrol,Individual,Automatic,First Owner,14.65 kmpl,2122 CC,129.8 bhp,217Nm@ 1500rpm,7.0
Mercedes-Benz E-Class,2014,393628,149606,Diesel,Individual,Manual,First Owner,16.57 kmpl,2527 CC,144.3 bhp,243Nm@ 1750rpm,5.0
Renault Kwid,2016,112616,79375,Petrol,Individual,Manual,First Owner,18.76 kmpl,1287 CC,102.1 bhp,145Nm@ 2500rpm,5.0
Toyota Glanza,2018,226571,64857,Petrol,Individual,Manual,First Owner,19.04 kmpl,1592 CC,117.2 bhp,194Nm@ 1750rpm,6.0
Hyundai Grand i10,2004,40000,246770,Diesel,Trustmark Dealer,Manual,First Owner,23.0 kmpl,1292 CC,76.6 bhp,102Nm@ 2500rpm,5.0
Volkswagen Polo,2015,217270,101166,Petrol,Individual,Automatic,First Owner,16.08 kmpl,2047 CC,101.5 bhp,155Nm@ 1750rpm,5.0
Mahindra XUV300,2017,201201,87481,Diesel,Individual,Manual,First Owner,15.42 kmpl,2219 CC,138.3 bhp,189Nm@ 2500rpm,4.0
Maruti Wagon R,2014,108361,135033,Diesel,Dealer,Manual,First Owner,21.71 kmpl,1486 CC,101.3 bhp,166Nm@ 1750rpm,5.0
Renault Kwid,2011,62550,141447,Diesel,Trustmark Dealer,Manual,First Owner,22.4 kmpl,1360 CC,93.9 bhp,154Nm@ 3000rpm,8.0
Renault Kwid,2022,234706,23762,Petrol,Individual,Manual,Second Owner,19.71 kmpl,1309 CC,77.8 bhp,107Nm@ 2000rpm,4.0
Mercedes-Benz C-Class,2013,323924,124739,Diesel,Trustmark Dealer,Manual,First Owner,18.52 kmpl,2239 CC,151.0 bhp,163Nm@ 3000rpm,5.0
Hyundai i10,2012,121591,139292,Diesel,Individual,Automatic,First Owner,19.67 kmpl,1715 CC,95.0 bhp,153Nm@ 4000rpm,4.0
Renault Triber,2020,164575,42595,Petrol,Individual,Manual,First Owner,18.8 kmpl,1078 CC,63.1 bhp,108Nm@ 2200rpm,7.0
Honda Jazz,2021,366119,24493,Petrol,Individual,Manual,First Owner,15.86 kmpl,1911 CC,116.9 bhp,165Nm@ 1750rpm,5.0
Mercedes-Benz E-Class,2007,123621,223313,Petrol,Individual,Manual,First Owner,17.05 kmpl,1980 CC,111.6 bhp,166Nm@ 2500rpm,
Renault Kwid,2019,146533,73762,Diesel,Individual,Manual,First Owner,24.08 kmpl,1403 CC,99.3 bhp,127Nm@ 4000rpm,6.0
Honda WR-V,2012,104532,122524,Petrol,Dealer,Automatic,Second Owner,21.74 kmpl,1252 CC,81.9 bhp,130Nm@ 1750rpm,4.0
Ford Aspire,2020,210291,65767,Petrol,Individual,Manual,Second Owner,18.45 kmpl,1663 CC,98.5 bhp,120Nm@ 3000rpm,7.0
Hyundai Verna,2011,85352,161133,Petrol,Dealer,Automatic,First Owner,17.11 kmpl,1962 CC,119.4 bhp,172Nm@ 1500rpm,7.0
Honda Jazz,2011,81177,167630,Diesel,Dealer,Manual,First Owner,22.06 kmpl,1248 CC,75.2 bhp,113Nm@ 1500rpm,5.0
Mahindra Thar,2012,87828,138693,Diesel,Individual,Manual,Second Owner,22.52 kmpl,1217 CC,67.9 bhp,106Nm@ 2200rpm,6.0
BMW 5 Series,2014,319749,126138,Petrol,Individual,Manual,First Owner,15.84 kmpl,2036 CC,156.0 bhp,224Nm@ 2200rpm,7.0
Toyota Innova,2017,224937,90550,Diesel,Dealer,Manual,First Owner,20.99 kmpl,1388 CC,84.1 bhp,105Nm@ 1500rpm,7.0
Tata Safari,2017,158223,62277,Diesel,Individual,Manual,First Owner,19.83 kmpl,1745 CC,102.6 bhp,171Nm@ 3000rpm,5.0
Maruti Vitara Brezza,2013,87354,110171,Diesel,Individual,Automatic,Third Owner,22.68 kmpl,1376 CC,109.7 bhp,180Nm@ 1500rpm,8.0
Hyundai Creta,2022,248874,50056,Petrol,Individual,Manual,First Owner,21.19 kmpl,1454 CC,89.0 bhp,135Nm@ 2200rpm,8.0
Mercedes-Benz C-Class,2011,405454,124189,Diesel,Individual,Automatic,First Owner,9.93 kmpl,3085 CC,201.2 bhp,337Nm@ 1500rpm,4.0
Hyundai Grand i10,2009,62418,160719,Petrol,Individual,Manual,First Owner,19.25 kmpl,1639 CC,85.5 bhp,112Nm@ 1750rpm,5.0
Mahindra Scorpio,2013,126834,131545,Petrol,Individual,Manual,Second Owner,14.39 kmpl,2000 CC,125.5 bhp,164Nm@ 1750rpm,8.0
Hyundai i20,2011,70063,154443,Diesel,Individual,Manual,First Owner,21.92 kmpl,1565 CC,86.4 bhp,140Nm@ 2200rpm,5.0
BMW X1,2015,407207,97879,Diesel,Individual,Manual,Second Owner,18.79 kmpl,1949 CC,126.0 bhp,180Nm@ 4000rpm,4.0
Tata Nexon,2014,96236,110967,Diesel,Individual,Automatic,First Owner,19.13 kmpl,1550 CC,81.4 bhp,115Nm@ 1500rpm,8.0
Honda City,2011,89303,126222,Petrol,Individual,Manual,First Owner,18.47 kmpl,1479 CC,95.3 bhp,145Nm@ 2000rpm,8.0
Maruti Dzire,2018,127579,72930,Petrol,Individual,Manual,Second Owner,18.95 kmpl,1380 CC,73.0 bhp,102Nm@ 4000rpm,7.0
Mahindra XUV300,2015,127422,121144,Diesel,Individual,Manual,First Owner,21.36 kmpl,1442 CC,84.4 bhp,138Nm@ 1750rpm,6.0
Toyota Fortuner,2010,110594,135365,Diesel,Individual,Automatic,First Owner,19.37 kmpl,1689 CC,75.2 bhp,97Nm@ 3000rpm,7.0
Mahindra XUV300,2010,53007,165177,CNG,Individual,Manual,Fourth & Above Owner,18.98 kmpl,1398 CC,86.8 bhp,143Nm@ 2200rpm,7.0
Hyundai i10,2013,125944,105545,Diesel,Individual,Automatic,First Owner,23.27 kmpl,1428 CC,92.6 bhp,126Nm@ 2500rpm,7.0
Tata Tiago,2013,111290,135140,Diesel,Dealer,Automatic,First Owner,21.56 kmpl,1436 CC,89.6 bhp,160Nm@ 1750rpm,5.0
Ford Aspire,2015,156447,103469,Diesel,Individual,Manual,First Owner,20.36 kmpl,1703 CC,101.4 bhp,172Nm@ 1750rpm,6.0
Renault Kwid,2016,82241,90423,Petrol,Individual,Manual,Second Owner,22.73 kmpl,1118 CC,54.6 bhp,93Nm@ 1750rpm,4.0
Toyota Innova,2017,220560,87417,Diesel,Individual,Manual,First Owner,19.42 kmpl,1707 CC,137.7 bhp,216Nm@ 1750rpm,5.0
Mercedes-Benz E-Class,2021,738632,23524,Petrol,Individual,Manual,Third Owner,15.1 kmpl,2135 CC,119.4 bhp,182Nm@ 3000rpm,4.0
Volkswagen Vento,2011,98386,103566,Diesel,Individual,Manual,First Owner,18.47 kmpl,1596 CC,95.5 bhp,149Nm@ 2500rpm,5.0
Honda City,2016,133925,92362,Petrol,Individual,Manual,First Owner,17.66 kmpl,1605 CC,85.8 bhp,113Nm@ 3000rpm,5.0
Toyota Fortuner,2013,86553,131543,LPG,Individual,Manual,Second Owner,20.0 kmpl,1591 CC,88.4 bhp,116Nm@ 2200rpm,4.0
Audi A6,2015,414003,113788,Petrol,Individual,Automatic,Second Owner,12.34 kmpl,2549 CC,181.6 bhp,255Nm@ 2000rpm,5.0
Mahindra Bolero,2019,245100,12424,Diesel,Individual,Manual,First Owner,17.98 kmpl,,146.9 bhp,212Nm@ 1750rpm,4.0
Maruti Vitara Brezza,2014,85089,149114,Petrol,Individual,Manual,Second Owner,18.45 kmpl,1593 CC,87.0 bhp,126Nm@ 1500rpm,7.0
Toyota Etios,2014,143700,91104,Petrol,Individual,Manual,First Owner,17.1 kmpl,1568 CC,88.4 bhp,137Nm@ 1750rpm,7.0
Volkswagen Vento,2012,93097,142247,Petrol,Individual,Manual,First Owner,17.76 kmpl,1610 CC,98.1 bhp,161Nm@ 2200rpm,5.0
BMW X1,2018,571892,79148,Diesel,Individual,Manual,First Owner,19.05 kmpl,2120 CC,136.1 bhp,215Nm@ 1750rpm,7.0
Toyota Corolla,2018,282039,76844,Diesel,Individual,Manual,First Owner,18.49 kmpl,1854 CC,88.7 bhp,131Nm@ 2200rpm,6.0
Ford EcoSport,2018,254802,67864,Diesel,Individual,Automatic,First Owner,22.64 kmpl,1485 CC,90.5 bhp,141Nm@ 1500rpm,4.0
Ford EcoSport,2011,87737,138937,Diesel,Dealer,Automatic,First Owner,21.51 kmpl,1481 CC,96.1 bhp,139Nm@ 2000rpm,5.0
Honda Amaze,2010,74586,168322,Diesel,Individual,Manual,First Owner,17.43 kmpl,1658 CC,111.2 bhp,162Nm@ 2000rpm,5.0
Tata Nexon,2008,44184,176704,Petrol,Individual,Manual,First Owner,15.92 kmpl,1637 CC,89.3 bhp,152Nm@ 2000rpm,5.0
Hyundai Creta,2022,306764,13019,Diesel,Dealer,Manual,First Owner,18.95 kmpl,1754 CC,109.6 bhp,175Nm@ 1500rpm,5.0
Tata Harrier,2024,329871,100,Petrol,Individual,Manual,First Owner,16.25 kmpl,1784 CC,116.3 bhp,187Nm@ 4000rpm,7.0
Volkswagen Tiguan,2011,89380,133558,Petrol,Individual,Manual,First Owner,16.37 kmpl,2216 CC,140.7 bhp,190Nm@ 2500rpm,6.0
Hyundai Venue,2009,55153,174027,Diesel,Individual,Manual,Second Owner,21.3 kmpl,1596 CC,79.4 bhp,115Nm@ 4000rpm,5.0
Renault Duster,2014,115370,108888,Diesel,Individual,Automatic,Second Owner,21.04 kmpl,1602 CC,108.3 bhp,167Nm@ 2200rpm,4.0
Maruti Alto,2012,81575,146621,Diesel,Individual,Manual,First Owner,23.79 kmpl,1166 CC,71.5 bhp,,7.0
Maruti Ertiga,2016,96202,128062,Petrol,Individual,Manual,Second Owner,19.98 kmpl,1331 CC,67.0 bhp,112Nm@ 4000rpm,7.0
Ford EcoSport,2018,154176,65155,Diesel,Individual,Manual,First Owner,23.15 kmpl,1367 CC,78.5 bhp,117Nm@ 1500rpm,7.0
Hyundai Verna,2017,165451,67272,Diesel,Individual,Manual,First Owner,22.38 kmpl,1550 CC,88.0 bhp,145Nm@ 2200rpm,8.0
Tata Nexon,2011,86161,167776,Petrol,Individual,Automatic,First Owner,15.0 kmpl,1896 CC,147.5 bhp,267Nm@ 2000rpm,7.0
Hyundai Venue,2016,140520,103875,Petrol,Individual,Manual,First Owner,16.59 kmpl,1390 CC,90.0 bhp,137Nm@ 2200rpm,6.0
Audi A6,2017,419407,89674,Petrol,Individual,Manual,First Owner,17.29 kmpl,1586 CC,92.7 bhp,114Nm@ 4000rpm,5.0
Volkswagen Tiguan,2007,53611,162319,Petrol,Individual,Manual,Second Owner,17.71 kmpl,1731 CC,124.9 bhp,208Nm@ 2000rpm,7.0
Tata Altroz,2015,80471,120125,Petrol,Individual,Manual,First Owner,22.25 kmpl,1090 CC,69.0 bhp,103Nm@ 2500rpm,7.0
Honda Amaze,2015,166070,123781,Diesel,Trustmark Dealer,Automatic,Fourth & Above Owner,20.35 kmpl,1593 CC,125.3 bhp,165Nm@ 3000rpm,7.0
Honda City,2019,257646,43413,Diesel,Individual,Manual,Second Owner,21.4 kmpl,1799 CC,124.8 bhp,214Nm@ 4000rpm,5.0
Maruti Wagon R,2016,136177,82051,Petrol,Individual,Automatic,Second Owner,16.86 kmpl,1941 CC,119.9 bhp,177Nm@ 1500rpm,5.0
Mahindra Thar,2013,93729,131385,Diesel,Individual,Manual,Third Owner,23.71 kmpl,1202 CC,78.0 bhp,127Nm@ 2000rpm,6.0
Toyota Glanza,2010,113831,153451,Petrol,Individual,Manual,First Owner,17.3 kmpl,1861 CC,115.6 bhp,172Nm@ 2500rpm,5.0
Renault Triber,2011,60609,144975,Diesel,Individual,Manual,Third Owner,19.34 kmpl,1905 CC,130.5 bhp,207Nm@ 1750rpm,6.0
Mahindra Scorpio,2011,60626,192128,Petrol,Individual,Manual,First Owner,19.19 kmpl,1389 CC,89.6 bhp,127Nm@ 2000rpm,5.0
Tata Tiago,2009,61774,181661,Diesel,Individual,Manual,First Owner,20.12 kmpl,1823 CC,112.1 bhp,190Nm@ 1500rpm,7.0
Hyundai i10,2016,157046,83388,Diesel,Individual,Automatic,First Owner,23.5 kmpl,1498 CC,114.4 bhp,169Nm@ 3000rpm,5.0
BMW 5 Series,2017,401494,71934,Petrol,Individual,Manual,First Owner,16.12 kmpl,1871 CC,113.4 bhp,,7.0
Toyota Innova,2023,490651,21145,Diesel,Individual,Manual,First Owner,17.9 kmpl,1818 CC,108.3 bhp,167Nm@ 2200rpm,5.0
Volkswagen Vento,2008,59317,173726,Petrol,Individual,Manual,Second Owner,17.25 kmpl,1965 CC,118.3 bhp,182Nm@ 2500rpm,5.0
Hyundai Creta,2015,188365,101164,Diesel,Individual,Automatic,First Owner,18.8 kmpl,2000 CC,105.4 bhp,162Nm@ 1750rpm,6.0
Mahindra XUV500,2020,231028,55815,Petrol,Dealer,Manual,First Owner,19.4 kmpl,1248 CC,74.9 bhp,101Nm@ 1750rpm,8.0
Mahindra XUV500,2019,242722,19123,Diesel,Individual,Manual,First Owner,19.4 kmpl,1681 CC,102.9 bhp,,7.0
Tata Nexon,2013,89091,133336,Diesel,Dealer,Manual,Second Owner,19.67 kmpl,1631 CC,,144Nm@ 1500rpm,5.0
Maruti Alto,2006,40000,197654,Diesel,Individual,Manual,First Owner,20.24 kmpl,1550 CC,95.7 bhp,129Nm@ 4000rpm,7.0
BMW 5 Series,2020,654930,55877,CNG,Dealer,Manual,Second Owner,15.83 kmpl,2084 CC,136.8 bhp,232Nm@ 2500rpm,5.0
BMW X1,2018,677183,92069,Diesel,Individual,Automatic,First Owner,18.75 kmpl,2136 CC,111.0 bhp,163Nm@ 1750rpm,5.0
Audi A6,2019,452795,78880,Petrol,Individual,Manual,Third Owner,15.35 kmpl,2089 CC,136.3 bhp,195Nm@ 4000rpm,6.0
Tata Safari,2016,136922,111113,Petrol,Individual,Automatic,First Owner,20.5 kmpl,1309 CC,93.7 bhp,134Nm@ 1750rpm,5.0
Maruti Dzire,2015,109182,102282,Diesel,Individual,Manual,First Owner,19.4 kmpl,1713 CC,85.1 bhp,129Nm@ 2000rpm,5.0
BMW 3 Series,2014,225268,126882,Petrol,Dealer,Manual,Third Owner,12.37 kmpl,2312 CC,153.6 bhp,190Nm@ 2200rpm,5.0
Maruti Baleno,2019,223148,67831,Petrol,Dealer,Automatic,Second Owner,18.06 kmpl,1310 CC,92.9 bhp,153Nm@ 2000rpm,8.0
Maruti Alto,2016,134735,97446,Diesel,Individual,Automatic,Second Owner,20.91 kmpl,1725 CC,122.2 bhp,188Nm@ 1500rpm,7.0
Volkswagen Vento,2022,394143,22278,Diesel,Trustmark Dealer,Manual,First Owner,,1450 CC,101.5 bhp,143Nm@ 3000rpm,7.0
Maruti Alto,2011,66108,138751,Diesel,Individual,Manual,First Owner,21.97 kmpl,1349 CC,79.3 bhp,117Nm@ 2200rpm,5.0
Honda Civic,2012,76949,127954,Diesel,Individual,Manual,Third Owner,17.84 kmpl,1675 CC,106.0 bhp,134Nm@ 4000rpm,4.0
Honda Amaze,2018,258971,64328,Diesel,Individual,Automatic,First Owner,22.52 kmpl,1264 CC,76.3 bhp,92Nm@ 2200rpm,7.0
Honda Jazz,2019,269613,65660,Petrol,Trustmark Dealer,Manual,First Owner,18.9 kmpl,1539 CC,91.1 bhp,133Nm@ 4000rpm,7.0
Toyota Corolla,2009,86828,164123,Petrol,Individual,Automatic,Second Owner,16.51 kmpl,1786 CC,93.6 bhp,137Nm@ 4000rpm,7.0
Maruti Alto,2008,44816,161312,Diesel,Individual,Manual,First Owner,20.14 kmpl,1348 CC,91.1 bhp,133Nm@ 1750rpm,7.0
Toyota Corolla,2011,92834,149051,Petrol,Individual,Manual,Second Owner,20.77 kmpl,1405 CC,90.7 bhp,153Nm@ 2200rpm,7.0
Mahindra XUV300,2017,147903,77375,Diesel,Individual,Manual,First Owner,24.24 kmpl,1154 CC,70.1 bhp,107Nm@ 4000rpm,7.0
Toyota Fortuner,2015,138910,103447,Petrol,Individual,Manual,Second Owner,19.15 kmpl,1647 CC,110.6 bhp,169Nm@ 1750rpm,8.0
Renault Kwid,2011,52254,207739,Diesel,Individual,Manual,Second Owner,20.12 kmpl,1400 CC,66.3 bhp,85Nm@ 3000rpm,7.0
Maruti Swift,2011,50056,133247,Diesel,Individual,Manual,Fourth & Above Owner,22.27 kmpl,1404 CC,78.6 bhp,123Nm@ 1500rpm,5.0
Toyota Innova,2009,79633,190203,Diesel,Individual,Manual,First Owner,21.73 kmpl,1227 CC,91.4 bhp,102Nm@ 2500rpm,8.0
Mahindra Scorpio,2011,66552,160078,Diesel,Individual,Manual,First Owner,22.45 kmpl,1205 CC,67.7 bhp,109Nm@ 2200rpm,5.0
Hyundai Verna,2014,117613,134352,Diesel,Dealer,Manual,First Owner,20.81 kmpl,1488 CC,84.1 bhp,,4.0
Honda Jazz,2020,294488,32637,Diesel,Individual,Manual,First Owner,18.36 kmpl,1804 CC,118.1 bhp,176Nm@ 4000rpm,7.0
Volkswagen Vento,2016,116016,115440,Petrol,Dealer,Manual,First Owner,21.02 kmpl,1347 CC,89.1 bhp,125Nm@ 1500rpm,7.0
Hyundai i20,2015,107858,78834,Petrol,Individual,Automatic,Fourth & Above Owner,18.47 kmpl,1610 CC,104.2 bhp,149Nm@ 1500rpm,8.0
Maruti Swift,2011,53176,167931,CNG,Individual,Manual,First Owner,19.49 kmpl,1536 CC,90.9 bhp,134Nm@ 2500rpm,4.0
Mahindra XUV500,2015,105178,94133,Petrol,Individual,Manual,Third Owner,18.42 kmpl,1438 CC,75.4 bhp,94Nm@ 1750rpm,7.0
Renault Duster,2016,143406,94838,Petrol,Individual,Manual,First Owner,13.76 kmpl,1726 CC,106.3 bhp,184Nm@ 1750rpm,7.0
Honda Amaze,2013,123278,128727,Diesel,Individual,Manual,First Owner,20.09 kmpl,1723 CC,115.0 bhp,164Nm@ 1500rpm,6.0
Hyundai i20,2011,61004,153722,Petrol,Individual,Manual,Fourth & Above Owner,15.01 kmpl,1914 CC,122.5 bhp,204Nm@ 1500rpm,5.0
BMW 5 Series,2014,306431,159225,Diesel,Individual,Manual,First Owner,19.81 kmpl,1987 CC,129.8 bhp,200Nm@ 1750rpm,7.0
Mahindra Bolero,2019,222152,72403,Diesel,Dealer,Manual,First Owner,17.86 kmpl,1665 CC,103.5 bhp,161Nm@ 2000rpm,5.0
Tata Nexon,2020,241057,35598,Diesel,Dealer,Manual,First Owner,20.24 kmpl,1660 CC,113.3 bhp,184Nm@ 2500rpm,6.0
Audi A4,2019,854425,73006,Petrol,Dealer,Manual,First Owner,15.37 kmpl,2489 CC,173.6 bhp,258Nm@ 2500rpm,6.0
Maruti Swift,2020,244795,47860,Diesel,Individual,Manual,First Owner,17.26 kmpl,1730 CC,109.0 bhp,159Nm@ 1500rpm,7.0
Mercedes-Benz C-Class,2016,379890,136280,Petrol,Individual,Manual,First Owner,17.22 kmpl,2075 CC,127.4 bhp,178Nm@ 2200rpm,5.0
Mahindra XUV500,2015,164788,129827,Petrol,Individual,Automatic,First Owner,18.74 kmpl,1516 CC,101.6 bhp,,5.0
BMW 5 Series,2007,159352,223138,Diesel,Individual,Manual,First Owner,17.13 kmpl,2254 CC,118.5 bhp,195Nm@ 4000rpm,6.0
Mercedes-Benz C-Class,2017,577362,76125,Diesel,Individual,Manual,First Owner,14.49 kmpl,2402 CC,134.1 bhp,195Nm@ 3000rpm,4.0
Ford Figo,2009,53873,202462,Petrol,Individual,Manual,First Owner,16.66 kmpl,1942 CC,141.4 bhp,191Nm@ 2500rpm,6.0
Tata Altroz,2015,144226,62738,Diesel,Individual,Manual,First Owner,21.27 kmpl,1399 CC,78.2 bhp,129Nm@ 4000rpm,5.0
Mahindra Thar,2015,106881,97823,LPG,Dealer,Manual,Fourth & Above Owner,16.93 kmpl,1734 CC,100.2 bhp,154Nm@ 2000rpm,5.0
Honda City,2017,185301,55113,Petrol,Individual,Manual,First Owner,16.15 kmpl,1696 CC,107.4 bhp,157Nm@ 2500rpm,7.0
Ford Figo,2024,373261,100,Petrol,Individual,Manual,Second Owner,15.23 kmpl,1923 CC,123.7 bhp,183Nm@ 2200rpm,4.0
Honda City,2012,63480,152864,Petrol,Dealer,Manual,Fourth & Above Owner,20.91 kmpl,1096 CC,76.5 bhp,107Nm@ 1750rpm,4.0
Ford Figo,2010,75198,137003,Diesel,Individual,Automatic,First Owner,22.44 kmpl,1665 CC,116.6 bhp,165Nm@ 1500rpm,7.0
Honda Amaze,2008,59531,171413,Petrol,Dealer,Manual,Second Owner,19.5 kmpl,1303 CC,71.2 bhp,118Nm@ 2500rpm,5.0
Hyundai Venue,2019,173383,53843,Petrol,Individual,Manual,First Owner,20.53 kmpl,1259 CC,80.0 bhp,115Nm@ 2200rpm,6.0
Toyota Innova,2017,200616,103769,Diesel,Individual,Manual,First Owner,19.4 kmpl,1886 CC,124.6 bhp,167Nm@ 1750rpm,5.0
Maruti Alto,2013,101415,119797,Petrol,Individual,Automatic,Second Owner,24.0 kmpl,1015 CC,62.3 bhp,90Nm@ 1750rpm,8.0
BMW 3 Series,2016,381037,114487,Diesel,Individual,Manual,First Owner,20.45 kmpl,2028 CC,101.7 bhp,118Nm@ 2000rpm,4.0
Toyota Etios,2015,149281,102507,Petrol,Individual,Manual,First Owner,18.68 kmpl,1587 CC,94.3 bhp,121Nm@ 4000rpm,7.0
BMW 5 Series,2016,416365,108364,Petrol,Individual,Manual,First Owner,17.35 kmpl,2158 CC,133.5 bhp,175Nm@ 3000rpm,5.0
Mahindra XUV300,2010,80538,152708,Diesel,Individual,Automatic,Second Owner,21.92 kmpl,1562 CC,101.9 bhp,151Nm@ 3000rpm,7.0
Mercedes-Benz E-Class,2013,371860,133834,Diesel,Individual,Manual,Second Owner,17.13 kmpl,2229 CC,139.3 bhp,214Nm@ 3000rpm,6.0
Maruti Alto,2020,202103,98253,Petrol,Individual,Manual,Second Owner,20.2 kmpl,1514 CC,99.8 bhp,134Nm@ 1500rpm,4.0
Tata Tiago,2012,76538,114597,Petrol,Individual,Manual,First Owner,22.6 kmpl,1171 CC,83.8 bhp,130Nm@ 1750rpm,7.0
Mahindra Thar,2008,61800,173976,Petrol,Dealer,Manual,First Owner,18.99 kmpl,1720 CC,111.8 bhp,154Nm@ 1500rpm,7.0
Audi A6,2016,404837,85480,Petrol,Individual,Manual,Third Owner,14.03 kmpl,2281 CC,129.0 bhp,195Nm@ 2000rpm,6.0
Tata Altroz,2018,136100,58861,CNG,Individual,Manual,First Owner,18.55 kmpl,1395 CC,84.5 bhp,126Nm@ 2000rpm,6.0
Maruti Ertiga,2013,69446,134619,Petrol,Dealer,Manual,First Owner,20.89 kmpl,1395 CC,85.6 bhp,119Nm@ 2200rpm,5.0
Hyundai i20,2014,123995,133179,Petrol,Individual,Automatic,Second Owner,18.39 kmpl,1530 CC,98.1 bhp,174Nm@ 2200rpm,7.0
Honda Civic,2011,65981,157318,Petrol,Individual,Manual,Second Owner,18.07 kmpl,1594 CC,98.4 bhp,154Nm@ 1750rpm,4.0
Honda Jazz,2014,138024,75550,Diesel,Individual,Manual,First Owner,22.87 kmpl,1465 CC,90.5 bhp,127Nm@ 3000rpm,6.0
Honda City,2018,167632,77358,CNG,Dealer,Manual,First Owner,21.78 kmpl,1218 CC,59.0 bhp,95Nm@ 2500rpm,5.0
Mahindra XUV500,2014,140983,111238,Diesel,Individual,Manual,First Owner,20.01 kmpl,1631 CC,109.3 bhp,146Nm@ 3000rpm,7.0
Maruti Swift,2015,110229,84920,Diesel,Individual,Manual,First Owner,21.11 kmpl,1246 CC,80.9 bhp,119Nm@ 3000rpm,5.0
Maruti Vitara Brezza,2015,115192,113224,Petrol,Individual,Manual,First Owner,19.19 kmpl,1542 CC,88.2 bhp,,7.0
Toyota Glanza,2016,133196,101318,Petrol,Individual,Manual,First Owner,16.55 kmpl,1597 CC,93.4 bhp,114Nm@ 2200rpm,7.0
Toyota Etios,2009,83584,152363,Diesel,Dealer,Manual,First Owner,16.9 kmpl,1782 CC,111.0 bhp,171Nm@ 4000rpm,7.0
Renault Duster,2015,89092,119825,Diesel,Individual,Manual,Second Owner,23.35 kmpl,1090 CC,66.1 bhp,110Nm@ 2500rpm,7.0
Mercedes-Benz GLA,2015,435843,100132,Diesel,Individual,Automatic,Second Owner,17.83 kmpl,2028 CC,116.8 bhp,190Nm@ 2000rpm,7.0
Tata Safari,2009,59369,176821,Petrol,Individual,Automatic,Second Owner,18.07 kmpl,1829 CC,115.3 bhp,188Nm@ 2000rpm,6.0
Hyundai Grand i10,2015,133191,78042,Petrol,Individual,Manual,Second Owner,17.23 kmpl,1887 CC,116.9 bhp,187Nm@ 3000rpm,7.0
Hyundai i20,2018,188617,44525,Diesel,Individual,Manual,First Owner,23.0 kmpl,1111 CC,71.6 bhp,102Nm@ 1500rpm,6.0
Volkswagen Polo,2015,119966,121845,Petrol,Individual,Manual,First Owner,20.13 kmpl,1305 CC,94.2 bhp,133Nm@ 1500rpm,7.0
Renault Kwid,2015,111610,96053,Petrol,Dealer,Manual,First Owner,19.05 kmpl,1455 CC,85.9 bhp,124Nm@ 2000rpm,7.0
Mercedes-Benz C-Class,2013,273366,112727,Petrol,Individual,Manual,Third Owner,16.58 kmpl,2190 CC,149.3 bhp,258Nm@ 4000rpm,6.0
Honda Amaze,2012,74261,135012,CNG,Individual,Manual,First Owner,21.42 kmpl,1275 CC,88.6 bhp,150Nm@ 3000rpm,6.0
Toyota Fortuner,2009,64911,180948,Petrol,Individual,Manual,Second Owner,16.05 kmpl,1822 CC,116.7 bhp,187Nm@ 2200rpm,5.0
Honda City,2011,59881,160152,Diesel,Individual,Manual,First Owner,24.76 kmpl,1189 CC,68.2 bhp,91Nm@ 2000rpm,8.0
Hyundai Creta,2021,330423,46754,Petrol,Individual,Automatic,First Owner,18.49 kmpl,1910 CC,141.6 bhp,161Nm@ 1500rpm,7.0
Ford Figo,2015,124907,127203,Petrol,Individual,Manual,First Owner,19.83 kmpl,1214 CC,64.4 bhp,93Nm@ 2500rpm,5.0
Hyundai i20,2020,257419,44017,Diesel,Individual,Manual,First Owner,,1222 CC,67.8 bhp,112Nm@ 2000rpm,5.0
Maruti Baleno,2014,87073,112125,Petrol,Individual,Manual,First Owner,18.61 kmpl,1317 CC,82.8 bhp,115Nm@ 2000rpm,8.0
Ford Figo,2022,372780,24516,Diesel,Individual,Manual,First Owner,21.37 kmpl,1905 CC,125.2 bhp,214Nm@ 1500rpm,4.0
Maruti Vitara Brezza,2016,111442,135923,Petrol,Individual,Manual,Second Owner,19.22 kmpl,1357 CC,81.2 bhp,106Nm@ 1750rpm,5.0
